listing_id,tiene_cochera,m2,banos,ingreso_zona,estado,tipo_vivienda,barrio,codigo_postal,mes_venta,anio_alta,precio,precio_solo_cochera,precio_solo_m2_banos,precio_solo_ingreso,precio_solo_estado,precio_solo_tipo,precio_solo_barrio,precio_solo_cp,precio_solo_mes,precio_solo_antiguedad,precio_solo_id
687218,False,95,3,26097,excelente,departamento,barrio_12,1031,11,1999,458330,60983,267091,137142,166804,59092,58699,56204,53110,51099,51454
514307,False,41,2,29868,muy bueno,casa,barrio_40,1023,1,1968,305764,58336,154509,143158,109262,81777,75893,59923,69536,46403,60680
707737,True,73,1,79835,bueno,PH,barrio_43,1017,8,1970,285041,79620,204003,138473,72742,47008,61937,60744,50555,44409,62715
138368,True,81,3,181127,bueno,casa,barrio_20,1005,11,1998,387933,71171,241486,155411,72866,81092,49601,75830,54888,48073,60819
435005,False,81,2,119415,bueno,departamento,barrio_44,1028,8,1963,323539,60007,225679,156260,78245,51549,67813,67087,46967,39653,66145
394722,False,98,1,69161,bueno,departamento,barrio_53,1017,10,1955,343312,61750,242045,142200,69540,61523,53782,63063,48020,37303,56385
812158,True,145,3,37351,muy bueno,casa,barrio_49,1001,5,2010,507468,71465,352551,146787,104929,73262,60979,54439,66988,51368,47896
957190,True,123,3,42949,bueno,casa,barrio_45,1011,4,1964,457718,71731,321910,145818,70113,86715,65795,50443,73405,46079,61099
808890,True,60,2,19875,muy bueno,PH,barrio_38,1035,4,1958,267838,74468,189929,135261,104278,43241,32728,41846,71160,42688,58276
445419,True,119,1,11401,muy bueno,duplex,barrio_16,1004,2,2002,452650,71499,290292,131280,107838,64380,70741,68542,65888,49594,63178
544583,False,117,1,14744,muy bueno,casa,barrio_47,1016,4,1987,425987,64873,280607,137188,106822,75062,67475,62916,68775,56662,61385
951455,True,67,2,37792,excelente,departamento,barrio_21,1020,3,1960,372245,69571,206413,146986,187429,61811,40308,58286,69312,48833,55936
777246,False,125,3,28750,bueno,casa,barrio_31,1003,10,2010,433346,63127,322961,137090,76403,86702,56375,66433,56212,57820,52990
575557,False,89,3,11209,excelente,duplex,barrio_18,1006,3,1967,449691,60032,257722,131110,182168,74811,84997,56124,73973,40885,61324
398389,True,46,3,35247,muy bueno,departamento,barrio_18,1037,2,1997,320233,72631,178165,140771,101761,56833,83351,58120,73434,52397,57547
367922,False,111,3,28149,muy bueno,duplex,barrio_09,1023,9,1996,368333,60728,294720,143373,105360,62870,35445,58277,51503,49530,61794
733563,False,103,2,14210,muy bueno,casa,barrio_57,1008,7,2008,439620,64431,279939,135394,105416,84988,104167,67445,55684,56894,60657
332184,True,87,2,27007,muy bueno,casa,barrio_08,1006,3,2001,426240,73674,238518,140478,104785,88595,61528,47945,71446,57512,60727
752678,True,94,3,28092,excelente,PH,barrio_05,1017,9,1999,458729,75376,261492,137694,177783,53374,32675,64661,48997,47647,59560
420452,False,70,3,22174,bueno,PH,barrio_56,1028,3,1953,289637,56518,227234,146935,75535,54116,52958,69809,70096,38987,54371
778524,True,116,2,76217,muy bueno,duplex,barrio_33,1029,10,2016,427259,71937,298274,152344,102840,74396,45288,67287,54046,56686,58979
862085,True,93,1,7924,muy bueno,duplex,barrio_26,1007,1,1958,374651,72868,240150,140752,101499,67774,82719,52821,70633,43524,52424
644935,True,101,3,7416,bueno,duplex,barrio_44,1029,8,1968,352956,72281,277981,133480,73926,66139,72525,61200,52608,43727,51567
580178,True,107,1,36411,excelente,PH,barrio_22,1035,8,1981,477980,78893,267711,142484,177532,51349,85969,45381,54859,47355,56111
672702,False,55,2,39218,bueno,departamento,barrio_07,1009,5,1970,295372,65164,176962,150153,73650,60756,52491,59416,63408,43971,58839
812076,True,64,2,50180,muy bueno,departamento,barrio_43,1001,9,1992,348556,78402,200645,142232,105521,57653,73572,53139,46539,52059,57447
880515,False,25,3,23596,regular,casa,barrio_10,1038,5,1953,232454,57971,143687,142770,60400,79754,84813,62063,70116,42043,59569
744036,True,115,1,17425,bueno,departamento,barrio_33,1020,8,1982,347493,76050,274681,144170,79122,66712,39212,66076,56243,45967,60334
543832,False,53,2,36104,muy bueno,departamento,barrio_56,1031,3,1974,282717,58282,184187,147487,107366,60120,58845,60179,68642,46561,59141
822218,True,100,2,25508,bueno,casa,barrio_56,1012,7,1995,367192,69992,263389,144706,71938,83550,51365,41852,56614,51289,61865
304727,False,108,1,125600,bueno,casa,barrio_21,1011,10,1986,318063,63258,268208,154549,72720,85976,41161,49748,55918,50473,56277
358752,False,116,1,28018,bueno,PH,barrio_46,1009,12,2003,383705,58501,284015,138423,78343,54304,83065,59990,59561,59056,71025
185180,True,53,2,34803,bueno,departamento,barrio_36,1008,5,1961,308224,74553,176947,143217,74610,65400,55366,68954,65158,40837,58782
590104,False,93,3,263112,muy bueno,duplex,barrio_28,1018,6,2017,420285,58921,265938,160080,101540,66105,68922,74109,63719,50711,68381
281708,True,153,2,31076,excelente,departamento,barrio_08,1004,6,1977,574059,75890,361003,137643,184271,58320,60654,71612,59168,49046,62814
465380,False,155,3,56666,regular,duplex,barrio_22,1033,11,1974,465946,50487,377115,153709,60430,74429,80366,58989,58885,49855,59446
321313,False,130,3,60904,muy bueno,PH,barrio_39,1020,12,1988,459565,62754,324484,145342,100269,49863,80402,62277,69764,49149,60170
499872,True,107,3,65194,bueno,casa,barrio_59,1036,8,1961,373530,71085,299492,149928,69666,79416,88037,52227,52728,39712,66442
403760,True,60,3,45779,muy bueno,casa,barrio_00,1020,10,2007,375023,76508,199804,147165,109109,75534,63759,70940,53748,57300,62528
355964,True,120,3,42407,bueno,PH,barrio_43,1012,2,1968,382286,72469,304536,147336,73886,55452,67666,46357,71996,49142,67189
452716,False,89,3,39351,bueno,PH,barrio_50,1020,10,2015,354291,54274,260755,134452,73414,48058,62794,62212,46841,50366,55881
307441,False,115,1,22907,bueno,departamento,barrio_57,1006,10,1960,372478,57979,283185,147553,81867,56666,100494,48371,57476,39496,56084
311540,True,73,3,47118,muy bueno,PH,barrio_25,1032,9,2011,322629,76596,230762,144826,104207,57864,54361,58926,49796,53732,57887
175799,True,89,1,184042,bueno,duplex,barrio_07,1028,8,1977,278537,77085,232834,153438,79419,67211,47139,70039,48927,45312,63638
130450,True,101,3,95659,bueno,departamento,barrio_16,1005,11,1993,401078,80320,277263,150377,75007,52456,73781,70533,55532,58499,63241
899179,False,104,2,46311,muy bueno,casa,barrio_51,1023,8,2011,446367,56414,276091,142726,101289,69097,73751,61592,49671,48654,61249
831054,True,112,3,72017,muy bueno,departamento,barrio_52,1021,11,1959,392320,72763,295288,149912,111282,59089,23005,51819,53104,34580,55961
340269,True,75,2,18118,bueno,duplex,barrio_38,1008,3,1974,323414,77556,220496,144333,78507,67707,42223,60618,64188,51417,61159
300103,False,48,2,29484,muy bueno,duplex,barrio_07,1004,8,2017,288283,58149,172857,139290,108427,71746,46097,64403,62129,48444,58298
577290,True,152,2,77519,excelente,duplex,barrio_07,1030,6,1960,577793,79674,361931,142718,171967,76030,53053,62545,55870,46480,57519
392853,False,182,2,119340,bueno,duplex,barrio_28,1010,11,1957,504484,63467,411609,149545,80326,67867,68212,41739,57905,36671,60767
185191,True,111,2,19600,muy bueno,casa,barrio_35,1020,11,1987,450618,74959,282333,141831,99220,83729,82426,68074,55517,49680,61892
885690,True,49,2,24665,bueno,departamento,barrio_01,1009,11,1951,214569,73180,175323,143241,76461,57900,36506,53002,57408,32184,56399
385450,False,68,2,207960,muy bueno,casa,barrio_41,1026,3,2020,399719,70652,209576,156922,98342,82799,77127,54465,70083,62428,57936
747385,True,113,2,39223,bueno,casa,barrio_32,1001,6,2014,407645,72590,292027,145124,77870,85538,48525,58390,63080,50252,61875
489075,True,142,1,156168,muy bueno,duplex,barrio_00,1014,1,1963,469237,66155,324444,159645,99011,63576,68889,53916,71195,47752,63420
981623,False,53,2,42851,bueno,duplex,barrio_05,1021,12,1962,237608,60206,177885,145722,74407,64967,26089,48602,61406,36179,59933
321457,False,91,1,44221,bueno,casa,barrio_27,1017,4,2005,355475,57748,240928,140740,76431,81563,69197,57537,73431,55880,61921
450593,False,102,1,28442,excelente,PH,barrio_43,1024,8,1986,427847,59905,259599,132884,175666,46121,67932,40729,52960,49884,68756
756574,True,125,2,77191,bueno,PH,barrio_49,1007,6,2008,426167,80204,315430,147216,79236,59820,62346,53759,59593,59594,60608
615168,True,83,1,107605,excelente,casa,barrio_25,1017,11,2018,464167,66678,224257,149747,175129,84987,57040,66195,60129,57814,64249
718917,True,40,2,15867,excelente,duplex,barrio_17,1030,10,1978,339475,78013,155963,137023,178247,63856,39638,71492,49990,47748,64711
311034,False,117,3,27393,excelente,duplex,barrio_58,1013,10,1968,503223,58268,313724,140547,181647,71093,36947,62145,53558,46628,58407
263410,False,134,3,75513,bueno,PH,barrio_27,1006,8,1993,431912,59375,328435,148067,73301,44722,67159,58582,60814,55208,56071
360420,True,92,1,32740,muy bueno,PH,barrio_18,1033,2,1995,391214,80062,241354,143025,103771,55037,80368,58399,68201,50722,58768
927413,False,109,2,24472,regular,departamento,barrio_26,1031,12,1980,354464,61986,273652,143489,60139,60737,73691,62376,67304,44089,57005
243477,True,78,2,81441,bueno,duplex,barrio_00,1027,1,1971,369946,77388,225406,150027,75530,70404,70935,61196,71409,41989,53995
872493,False,65,3,87795,excelente,departamento,barrio_18,1031,6,1968,412734,57002,218130,149843,176597,54266,77678,61683,59134,43818,59591
428963,True,131,2,25344,muy bueno,duplex,barrio_30,1031,5,1987,521479,76076,323342,143289,99111,73007,115330,59898,65817,56284,54509
344983,True,109,3,43040,bueno,casa,barrio_55,1029,5,1980,425510,71653,292903,143945,75562,81601,42924,62609,62261,49789,60880
245459,False,112,3,13811,bueno,casa,barrio_44,1020,12,1982,408250,63521,293482,136645,70771,75453,60051,68590,61009,47309,54726
910626,False,148,1,17741,muy bueno,duplex,barrio_46,1000,3,1956,480520,54998,341808,144894,103766,69347,84968,35038,73636,34137,57587
509037,True,58,2,40108,muy bueno,departamento,barrio_32,1023,7,2012,314885,80994,188975,141915,103864,62769,45974,54100,54402,62228,65543
963390,True,76,2,37240,bueno,departamento,barrio_06,1010,3,2000,311740,71543,211099,141944,71063,63878,62201,40236,65069,47511,57366
370450,False,101,2,16756,excelente,duplex,barrio_23,1030,11,2015,473973,59869,259537,133815,174276,65085,54574,69304,56028,54803,62645
515532,True,75,2,20480,bueno,casa,barrio_59,1018,9,2008,370769,71633,219034,146437,77213,77780,84468,62971,52503,55193,59527
273845,False,122,1,15490,bueno,PH,barrio_02,1036,5,1993,416359,50756,287198,141996,76525,50711,80343,41440,67554,49446,59679
798351,False,88,2,52263,muy bueno,departamento,barrio_52,1023,1,1971,326891,59405,234041,150900,113879,54940,24429,60896,69486,39430,57284
561951,True,60,3,7524,excelente,casa,barrio_41,1022,2,1996,422903,78311,207282,127391,179074,87123,76179,58457,73170,51322,57034
976933,True,97,1,16167,bueno,duplex,barrio_17,1036,3,1990,278285,80388,251419,138291,74675,59985,30115,45557,67699,52161,63447
100817,True,101,2,8182,bueno,casa,barrio_46,1019,5,2015,417366,75491,265161,135171,71757,83346,84701,51262,68481,50674,66969
815761,False,128,3,50778,regular,casa,barrio_50,1015,11,1966,434595,61350,329955,143146,57669,75946,65851,66758,57307,39141,60033
457339,True,109,2,8585,excelente,PH,barrio_02,1014,2,1951,507162,72530,277057,129494,181326,48251,82932,64635,70355,41707,58897
776337,False,111,3,37249,bueno,duplex,barrio_06,1035,7,1959,358155,55370,293853,145421,75236,69726,60804,47826,57106,42769,58731
877890,True,106,2,134810,bueno,casa,barrio_39,1030,5,1962,464085,74688,279701,149931,72561,74392,68690,73933,68128,41385,61296
372956,False,88,1,138517,excelente,PH,barrio_59,1006,1,1997,485962,57234,229904,153327,178766,48197,82364,60856,66938,49892,59928
102669,True,70,3,8564,regular,PH,barrio_01,1019,8,1960,262107,71022,226159,134721,72261,53385,26690,55221,58089,45108,60580
200864,True,105,1,46107,muy bueno,duplex,barrio_39,1014,9,1959,389761,74695,253339,150960,103462,69324,73648,61403,53998,37754,55389
741783,False,83,1,16462,bueno,casa,barrio_08,1025,12,1978,346606,62715,227883,139025,79807,77644,65301,72450,52105,49135,58142
281907,False,154,1,13982,muy bueno,duplex,barrio_39,1002,7,2005,486662,59433,343229,129463,108685,72092,83903,64934,55779,59021,65124
232788,True,142,3,33164,bueno,PH,barrio_37,1028,4,1980,431699,63487,355348,151553,71073,46776,40962,69261,71407,40375,62589
666503,True,117,3,97016,bueno,duplex,barrio_05,1029,11,1969,400495,69035,309530,157399,73712,71006,20601,70511,50137,46565,62536
318166,False,108,1,58673,bueno,departamento,barrio_40,1009,3,1970,367348,64287,271080,148985,78086,55337,70597,51621,78142,41503,58108
285330,True,92,2,20494,muy bueno,duplex,barrio_53,1006,9,2008,362606,69738,245803,138580,101588,70920,52051,55199,49633,58789,61463
868605,True,51,2,63833,muy bueno,PH,barrio_51,1025,12,1980,336644,71308,172270,152119,102116,45629,66985,61059,62338,46328,60868
727740,True,87,1,6033,regular,casa,barrio_01,1010,1,1976,284305,72620,234704,130268,59791,81317,34586,43233,58472,49209,58135
924815,True,99,3,19883,bueno,duplex,barrio_14,1037,12,2004,435676,74564,271435,137425,72348,68789,75603,49449,58111,54995,61255
547775,False,103,3,18786,excelente,duplex,barrio_14,1031,3,1976,502820,64541,283952,139620,181379,62917,60724,53461,66602,46717,63137
903058,False,111,2,38664,regular,departamento,barrio_27,1038,6,1975,384167,55976,288787,145134,57439,65484,60972,56401,54057,45310,61407
191575,True,127,2,30876,bueno,PH,barrio_08,1021,4,2003,426112,82211,315291,142236,72278,48364,62818,56713,73274,52779,64400
478101,False,71,3,32429,muy bueno,departamento,barrio_51,1037,2,1973,319404,62737,222335,143562,100999,55455,74820,48106,71805,45316,66091
917603,True,71,2,31578,bueno,PH,barrio_46,1000,9,1986,300618,74141,214893,143462,79135,53223,90510,43104,47243,44991,59477
354331,False,146,2,36972,bueno,duplex,barrio_48,1011,6,1997,456850,63520,348783,144764,73236,63838,74872,38062,62107,54123,56234
198087,True,122,2,55944,bueno,duplex,barrio_11,1000,7,1964,414916,72349,301110,143858,76729,70250,77429,39463,59908,36634,64305
115800,True,81,2,40924,bueno,casa,barrio_00,1027,6,1959,346034,75103,223678,143518,74557,83162,68402,63425,62351,36168,63427
903994,False,91,2,28927,bueno,duplex,barrio_54,1020,9,2010,322491,57184,250226,146344,78955,65841,45947,68844,52353,56524,65694
590249,True,91,1,50081,muy bueno,departamento,barrio_17,1011,12,1971,305498,77036,235544,147897,106336,65109,36476,42096,61792,41148,59130
918418,True,96,2,70326,muy bueno,PH,barrio_39,1012,7,1974,390835,69189,251214,151186,109723,51013,79214,51763,56340,38690,59639
333686,True,112,2,23276,regular,duplex,barrio_54,1025,2,1991,390628,78775,288939,142408,63214,75481,47931,68509,73884,44328,50426
661892,False,184,1,34630,muy bueno,departamento,barrio_02,1007,4,1957,500264,54314,405325,146658,104068,60569,79770,57269,68149,42138,55525
749939,True,102,2,91998,bueno,departamento,barrio_00,1020,6,1953,373572,70496,279088,154509,75329,70381,67387,65699,51562,37675,63069
542268,False,118,2,15030,muy bueno,departamento,barrio_00,1024,2,1979,432170,58399,293554,132058,103870,63217,62633,41624,66319,44267,72641
181221,False,36,2,153854,bueno,duplex,barrio_09,1009,3,2018,266042,57548,145518,150307,76148,76518,37251,52642,67536,58412,57650
175597,False,78,3,12440,muy bueno,departamento,barrio_03,1009,3,1990,355262,60765,235781,143530,102371,64408,89953,54643,68052,54207,65115
750500,True,138,2,27549,bueno,departamento,barrio_49,1014,12,1991,417480,72903,331090,142772,72595,54380,67308,64787,59310,54018,57767
825472,False,109,2,16981,bueno,departamento,barrio_36,1023,5,1993,355631,67322,266083,138462,79185,55618,52721,52515,63342,50634,50775
734445,True,25,1,209053,bueno,casa,barrio_58,1010,11,2011,236113,66285,119252,155694,74169,77612,41441,43892,50914,63279,56831
802204,False,119,3,24278,regular,departamento,barrio_48,1015,7,2009,411399,60532,308083,133956,63130,60886,73903,68761,54982,63688,58451
536028,False,162,1,24327,bueno,casa,barrio_57,1021,7,1951,493989,59743,370238,131694,71836,78038,95730,60359,53534,39916,61680
543983,True,25,2,26995,muy bueno,casa,barrio_14,1007,12,1988,300987,78810,131300,135989,107418,76397,71849,49229,62465,53504,60771
951022,False,148,1,39202,muy bueno,PH,barrio_17,1022,9,1988,414418,58318,343222,147208,102878,53921,33521,53928,49353,54578,64180
258263,True,25,3,27924,regular,casa,barrio_50,1005,3,1965,257833,70549,138890,144096,55821,77714,65405,61034,64155,43080,61627
754456,True,128,2,32653,excelente,PH,barrio_14,1005,4,2019,536090,74936,316796,142849,182345,51615,69684,73716,72292,59751,61465
503698,True,95,1,2157,muy bueno,duplex,barrio_03,1009,8,1968,383604,79484,240974,130928,111719,67262,80139,58445,52330,40800,59895
960801,False,25,1,38015,excelente,PH,barrio_40,1011,1,2009,323701,58574,122326,139869,183409,48764,79236,41333,66040,56408,56923
985417,False,111,3,36837,muy bueno,departamento,barrio_48,1001,2,1957,420665,62350,294437,141651,112739,59761,76597,50334,77842,34691,57498
129690,False,135,2,83354,muy bueno,casa,barrio_58,1038,1,1992,451281,57567,328751,155134,110645,79231,36605,67830,67923,50508,55790
227269,True,108,1,103492,bueno,duplex,barrio_55,1012,9,2002,382035,69542,259508,153091,70205,69315,38139,45996,56149,50374,60602
449287,False,115,3,31252,muy bueno,duplex,barrio_07,1032,6,1985,447038,61628,302521,144056,102746,70003,54096,50235,69289,50888,52344
294792,False,81,1,69772,excelente,PH,barrio_46,1036,1,1957,385524,57224,218309,145164,181639,51588,75473,45716,69531,39457,66182
734484,False,30,2,15044,regular,casa,barrio_50,1032,9,1958,192501,67282,137035,141740,58481,80375,69542,52855,53429,37972,57823
215499,True,119,1,67096,bueno,casa,barrio_41,1033,8,1993,429284,80031,287455,153043,76554,78586,75986,61740,54516,46090,62999
908318,True,156,1,22972,regular,departamento,barrio_49,1004,9,2011,446820,78037,356082,136755,54885,56839,66338,72853,50279,57863,60500
788472,False,135,1,14076,excelente,casa,barrio_50,1014,2,1992,546486,63840,315677,134300,180290,88951,64599,77676,66105,48461,63864
240564,True,25,1,31305,bueno,duplex,barrio_26,1029,11,1957,242671,73430,123592,148304,69748,75228,76646,61709,55480,34801,57843
132801,True,42,3,111344,muy bueno,casa,barrio_02,1023,3,2005,371170,74637,175460,152360,104264,83455,81227,54606,71848,47971,60845
482441,True,65,2,41974,muy bueno,departamento,barrio_27,1000,7,1982,324196,70791,208156,146964,104327,61098,72915,35155,56490,48258,57953
446743,True,39,3,120233,excelente,duplex,barrio_12,1022,7,1955,348724,68318,167081,151945,172935,64740,58994,55833,53175,39763,58341
499055,True,97,1,19951,bueno,duplex,barrio_06,1032,3,1976,357578,78338,245228,141527,81461,72347,64969,51119,74250,54002,60383
513031,True,109,3,83976,muy bueno,casa,barrio_07,1033,5,1964,447924,77932,290029,153156,107831,80636,51363,72755,65780,42456,67767
655697,False,45,1,21553,excelente,departamento,barrio_41,1015,1,2020,419161,59783,156434,139172,181206,66093,70132,70132,67111,51740,59487
712964,False,122,1,43489,regular,PH,barrio_30,1009,6,2014,428309,55858,293497,142747,58065,54499,119064,50310,61730,60170,63689
612336,True,116,1,43189,muy bueno,PH,barrio_32,1012,9,1957,366952,67125,284843,146818,108142,53182,48789,51013,50603,38206,56673
449227,True,76,3,61648,bueno,duplex,barrio_44,1011,4,1990,336817,74099,232616,154704,81316,71398,65176,37802,66721,57020,62360
760133,False,89,3,44382,muy bueno,duplex,barrio_32,1013,7,1950,343575,61629,261134,145427,108931,76274,47231,58492,59972,34205,59525
246362,True,27,3,20104,bueno,duplex,barrio_37,1012,12,1982,219510,72895,147687,145704,74347,74739,47495,47135,59592,49671,63570
989162,False,83,3,73442,bueno,casa,barrio_05,1018,3,1961,321814,55302,240992,142000,80035,81779,32724,66593,62958,42888,56515
225092,False,95,1,145121,regular,casa,barrio_51,1001,4,2003,371287,63040,243353,154491,63930,76653,74114,62218,63664,50148,70412
398373,True,101,3,22764,regular,PH,barrio_26,1011,2,1955,344221,78628,273523,144466,59712,47836,70388,38967,66529,37585,64711
769920,True,108,2,8365,regular,casa,barrio_09,1012,7,2014,331547,66963,276632,137359,56645,77332,34901,39333,53360,57888,54793
404944,True,104,2,54147,muy bueno,departamento,barrio_48,1006,3,1966,430962,80731,269401,150000,104607,65725,83788,46699,69406,41479,55701
425832,False,86,2,27863,bueno,casa,barrio_44,1035,11,1968,348267,56577,241385,146552,69360,83974,67570,42456,53632,38377,62044
838671,True,105,2,32700,bueno,duplex,barrio_03,1027,4,2012,451311,79721,274784,137857,72878,76048,89016,62249,68401,46109,61037
343303,False,130,1,56667,muy bueno,casa,barrio_11,1036,8,2014,466740,59167,305152,148004,99897,85702,77159,48443,53087,55536,62092
261213,False,92,1,25207,muy bueno,casa,barrio_00,1022,3,1956,378241,56263,235801,142128,109473,79690,64722,61602,66410,44635,58564
426646,False,106,2,29288,bueno,casa,barrio_16,1004,4,1957,379745,55902,274839,146297,77950,76576,73412,64017,60141,41474,58484
496658,False,88,2,33520,excelente,casa,barrio_05,1036,3,2010,390522,57076,239668,140534,173048,82372,29674,49638,71889,55204,64431
622774,True,72,3,117689,bueno,PH,barrio_42,1018,7,2019,349741,72806,225312,158779,78006,49903,47800,69845,58579,58876,56604
989021,True,113,2,37200,muy bueno,departamento,barrio_31,1027,1,1984,445276,76501,288263,152600,99856,55888,48319,54878,65762,48416,59766
659321,False,76,1,13514,regular,duplex,barrio_58,1015,1,1961,271861,53582,207849,143621,58604,73052,25845,72846,64543,40202,62181
407806,True,109,2,13951,muy bueno,departamento,barrio_44,1019,7,1960,412648,74306,283095,132729,106324,55394,59740,50839,52489,37591,61399
955722,True,96,2,40594,excelente,PH,barrio_36,1019,7,1968,461916,76560,257078,145916,182427,47442,50930,56433,48831,42224,56213
441650,True,84,3,14713,muy bueno,PH,barrio_30,1011,4,1998,411902,78282,250465,139164,96683,54933,110621,51943,63296,56789,57451
276693,True,84,2,10406,muy bueno,PH,barrio_03,1022,6,1956,346709,66918,236543,142791,102933,52345,81553,58113,65124,43697,65435
878436,False,77,2,60381,muy bueno,duplex,barrio_04,1029,5,1995,346817,55363,221805,147551,100620,70534,15231,65977,69024,49690,59851
133260,True,37,3,62793,bueno,casa,barrio_36,1000,10,2007,271068,78896,160434,149765,80040,87737,63060,38706,56543,58247,57947
920601,False,108,2,27051,muy bueno,PH,barrio_00,1005,6,1960,410806,62857,275629,145298,103155,53131,62506,61346,61835,36056,58212
985503,False,103,3,45932,muy bueno,duplex,barrio_02,1033,11,2019,424351,51196,286152,140196,106469,79853,77822,57356,53143,55447,58692
582880,True,125,3,42214,excelente,duplex,barrio_13,1022,3,2020,583869,79207,320251,151484,177324,69759,88959,54136,70699,59117,54136
492395,False,76,3,58802,bueno,PH,barrio_53,1038,3,1971,312079,60000,232918,146947,81636,56500,53216,66491,70390,44312,58839
779833,True,161,3,58912,regular,PH,barrio_27,1024,5,1957,440579,72678,384896,144292,56982,48613,71091,49348,67424,38263,60543
409090,True,82,2,4516,muy bueno,duplex,barrio_42,1026,1,1973,347754,76320,235850,119770,101286,68850,40388,53206,59876,44208,58525
830280,True,64,1,29959,regular,PH,barrio_24,1035,9,1968,216424,67161,189700,141255,61110,57824,48744,42331,52829,38804,55582
496751,True,60,2,54958,bueno,duplex,barrio_10,1026,5,1969,333395,73817,193265,148519,80038,70816,87582,53596,64466,48340,60715
512541,True,34,1,26151,bueno,casa,barrio_22,1013,5,2015,295390,76357,132618,136529,69211,77757,87783,64072,69109,51695,63776
620414,True,149,2,37383,muy bueno,departamento,barrio_05,1021,7,1960,421616,72289,354560,140422,108288,57524,35124,55550,61398,38500,61596
476659,True,143,3,66208,bueno,casa,barrio_46,1009,1,1972,510312,74860,355345,139708,76034,79748,81504,60591,61091,49705,56779
741215,True,116,2,38744,bueno,casa,barrio_11,1013,5,2005,452182,75124,293594,146686,77311,83809,76244,64216,67446,54454,63128
761059,False,64,1,121338,regular,departamento,barrio_22,1027,12,1954,283541,59793,183502,149913,58782,61126,89224,62338,53584,37266,54865
981465,True,158,1,89464,excelente,casa,barrio_58,1005,8,1954,528764,73771,350323,150511,179961,79311,41904,58783,56134,39946,61423
330465,False,83,3,33029,muy bueno,departamento,barrio_35,1026,7,1971,364718,59205,246712,143322,103816,61574,86749,57060,54352,44149,56862
394066,False,86,3,30994,regular,departamento,barrio_27,1023,7,2018,326824,52609,250809,142556,61724,61866,62315,53448,56595,62751,57512
640227,False,145,2,3714,regular,PH,barrio_32,1012,6,2009,367315,63166,342882,125114,56948,57542,48223,50875,60963,55717,62584
907020,False,118,3,27967,muy bueno,duplex,barrio_47,1001,12,2015,473750,63650,304783,142933,99029,68390,66683,53731,63424,60716,66498
397075,False,172,3,12300,bueno,duplex,barrio_15,1028,12,2011,509481,59135,409348,134474,76674,73187,34996,67533,60066,63240,66289
678368,False,104,2,43347,muy bueno,departamento,barrio_38,1032,5,1958,338286,67346,272931,143699,106608,56874,35826,52195,63106,42547,54125
554560,False,81,1,41040,bueno,departamento,barrio_52,1029,12,1978,282188,60041,218423,145201,70594,61341,20386,73260,60962,39692,60902
739313,False,74,3,63366,excelente,duplex,barrio_34,1016,1,1987,449275,64925,231639,143722,184644,72864,78385,59125,65898,49098,61273
316933,True,30,2,111006,bueno,casa,barrio_26,1026,4,1961,262708,73220,137694,155163,71587,83122,76671,51336,72794,41035,66555
742116,False,85,3,35560,muy bueno,PH,barrio_08,1016,4,2020,368381,58483,247785,156363,105857,53168,59905,54005,73597,57951,58061
223533,False,135,3,225107,regular,departamento,barrio_14,1014,9,1992,416455,59766,338524,161964,60640,62295,66006,60227,49968,52144,60408
169868,True,116,2,43738,excelente,casa,barrio_56,1013,8,2010,510129,73148,296023,144454,184473,82461,49370,66960,53060,59561,51806
372245,True,96,2,12731,excelente,PH,barrio_32,1008,6,1968,472043,66064,251938,138107,179660,56277,52963,69905,62369,39694,64697
911067,False,60,1,23164,muy bueno,departamento,barrio_18,1038,4,2000,354599,61334,179091,148734,106961,63900,87967,71323,63266,53628,56414
808504,False,103,3,26952,bueno,casa,barrio_25,1026,7,1957,304408,58619,278973,144184,74713,75542,57810,56562,54859,34711,65414
536732,True,130,1,58320,bueno,PH,barrio_34,1006,4,1951,404167,80269,303327,144568,74817,53951,74154,59089,68876,35043,58415
244600,True,110,2,17021,muy bueno,casa,barrio_32,1034,6,1995,414827,75747,282114,136589,108197,82955,47393,38319,63204,50080,64827
380342,True,101,2,28613,muy bueno,PH,barrio_41,1006,5,1954,400556,75995,266311,145455,106511,58870,70248,50282,63264,44017,56671
150088,False,67,1,31926,bueno,casa,barrio_15,1023,11,1969,233161,61392,187751,138422,73886,83086,32869,55506,57913,43529,51812
203786,False,125,2,25375,bueno,departamento,barrio_38,1006,9,2006,378544,57154,307601,135338,71036,57188,38755,54853,44385,58172,65315
776239,False,25,3,69503,bueno,duplex,barrio_26,1014,3,1985,250721,60284,141554,149028,77231,76409,70746,63281,73651,46581,59981
297858,True,108,1,60661,muy bueno,casa,barrio_56,1026,12,1976,404555,74168,263443,146541,108924,80278,50226,51640,57131,51777,57089
270597,True,185,1,92342,muy bueno,duplex,barrio_09,1039,8,1970,511183,77817,408291,155552,102786,68701,39363,54405,45127,44276,65458
408839,False,42,1,27866,muy bueno,PH,barrio_08,1039,5,1997,259673,66453,150644,152042,101754,51377,63905,50752,69209,47827,66481
721158,False,87,1,95037,muy bueno,duplex,barrio_27,1035,7,2017,348539,60684,223866,147012,104502,63426,72172,46967,53189,58193,55916
792707,True,95,1,12195,bueno,casa,barrio_30,1009,3,2002,409635,71092,241892,135292,81698,78554,113548,57470,66391,49922,52947
