ListingId,LotArea,OverallQual,OverallCond,TotalBsmtSF,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageArea,YearBuilt,LotFrontage,MonthSold,State,District,HouseStyle,CentralAir,SaleCondition,SalePrice
970643,11310,6,5,1367,1,0,2,5,1,451,1946,78,5,CA,Fairview,2Story,N,Normal,321200
559251,11317,7,5,840,2,1,3,8,0,500,1970,65,12,NY,Lakeshore,2Story,Y,Normal,310400
649955,159000,6,7,1444,2,0,4,7,2,389,1953,278,12,AZ,Birchwood,Ranch,Y,Normal,263200
133307,5350,3,2,728,1,0,3,6,0,0,1937,56,11,OH,Pembroke,Townhouse,Y,Normal,65900
328792,4750,8,5,1573,2,0,2,5,1,538,1964,44,8,IL,Inglewood,2Story,Y,Abnorml,260400
157702,8366,6,5,798,2,1,3,6,0,520,1945,68,6,IL,Hazelton,2Story,N,Normal,139500
891988,9350,6,7,1302,2,0,3,7,0,309,1926,,6,AZ,Edgewater,SplitLevel,N,Normal,138000
388834,8400,5,6,1314,1,0,3,5,0,294,1939,59,5,OH,Rosewood,2Story,N,Normal,118900
147664,8738,7,5,975,2,1,4,8,1,429,1950,,5,NY,Harborview,1Story,N,Normal,260600
934097,8791,6,5,864,2,1,3,7,0,673,1943,62,9,FL,Prairie View,Townhouse,Y,Normal,152100
728246,8814,7,5,1604,2,1,3,8,1,660,1943,69,6,MA,Riverton,SplitLevel,N,Normal,227100
601158,12435,7,5,963,2,1,3,7,1,564,1978,79,5,AZ,Amberton,2Story,Y,Partial,232200
371364,12702,5,5,0,1,0,2,4,0,308,1948,88,2,IN,Summit Park,2Story,Y,Partial,104900
113899,19296,6,5,1362,1,0,3,6,1,884,1935,96,9,TX,Highpoint,SplitLevel,Y,Normal,196300
590776,9588,8,5,1482,2,1,3,10,1,868,1976,63,7,OH,Quailridge,Ranch,Y,Normal,260200
839878,8471,6,7,506,1,0,3,6,1,492,1977,60,10,TX,Lindenwood,2Story,N,Abnorml,140100
760102,5500,5,7,926,1,0,3,6,0,484,1944,53,2,CA,Fairview,2Story,N,Partial,262000
549510,5232,5,5,680,1,0,2,4,0,504,1959,56,10,NY,Maplewood,Ranch,Y,Partial,161600
626144,12090,6,6,1422,2,0,3,7,1,576,1916,81,7,TX,Granite Hills,2Story,Y,Normal,179000
229252,11207,6,5,802,2,1,3,8,1,413,1942,71,1,AZ,Deerfield,1Story,Y,Normal,148600
839252,8400,5,8,720,2,1,4,8,1,240,1943,47,6,OH,Norwood,2Story,N,Normal,169300
600378,6900,5,6,740,1,0,2,4,1,924,1965,56,7,IN,Underhill,2Story,Y,Normal,118700
759775,7917,6,7,1143,1,1,3,6,1,504,1938,59,8,FL,Newhaven,1Story,N,Normal,163300
845281,10728,8,5,1095,2,1,3,8,1,1053,1976,78,6,WA,Union Heights,1Story,Y,Normal,399700
384564,39104,7,7,1385,1,0,2,5,2,439,1956,,3,IL,Jasper Flats,Ranch,Y,Normal,316400
601435,11764,8,7,1152,2,1,4,9,1,671,1977,91,7,TX,Highpoint,2Story,Y,Normal,306100
423162,9600,6,6,1240,2,0,3,6,1,338,1948,65,3,CA,Cedar Park,Townhouse,Y,Normal,265600
138312,8314,5,7,816,1,0,2,5,0,264,1932,,4,NY,Maplewood,1Story,Y,Abnorml,176700
732321,7264,7,7,952,2,1,3,5,0,672,1961,63,8,FL,Orchard Bay,Townhouse,Y,Normal,214100
760005,9196,7,5,1560,2,0,3,7,0,573,1973,84,11,OH,Rosewood,Loft,Y,Normal,213600
391034,19138,4,5,864,1,0,2,4,0,400,1897,103,7,CA,Brookhaven,2Story,Y,Normal,195100
424249,14450,9,5,2121,2,1,3,8,1,732,1975,92,8,IN,Verdant Oaks,2Story,Y,Normal,293200
817216,10005,7,5,1160,2,1,4,8,1,505,1915,84,6,CA,Cedar Park,1Story,Y,Normal,292600
729831,11287,7,6,807,2,1,3,7,1,575,1969,81,5,TX,Granite Hills,SplitLevel,Y,Normal,216200
688969,7200,6,5,1262,2,0,2,5,0,572,1965,55,4,IN,Underhill,2Story,Y,Normal,155000
759284,5063,7,5,1314,2,0,2,6,1,626,1943,43,10,MA,Silverlake,Loft,N,Normal,276100
701083,9612,8,5,1468,2,0,3,6,1,898,1970,79,7,NC,Upland,SplitLevel,Y,Normal,283800
812911,8012,6,5,1575,2,0,2,5,0,529,1936,59,3,NY,Maplewood,Townhouse,Y,Normal,207300
964508,4251,7,5,625,2,1,2,5,0,528,1943,45,7,OH,Overlook,1Story,Y,Abnorml,159300
855249,9786,6,7,912,1,1,3,7,1,440,1953,71,3,CO,Foxrun,2Story,Y,Normal,219800
383223,8125,4,4,858,1,0,3,5,0,0,1908,70,10,FL,Redstone,Townhouse,N,Normal,68300
989933,9819,5,5,882,1,0,3,5,0,280,1944,62,7,IL,Millbrook,2Story,Y,Normal,154800
522673,8730,6,7,698,1,0,3,7,0,384,1950,70,7,CA,Cedar Park,Ranch,N,Normal,207400
997763,15611,8,5,1079,2,1,3,8,1,685,1944,89,6,MA,Riverton,Loft,Y,Normal,309100
193178,5687,5,6,780,2,0,6,9,0,0,1922,43,3,CO,Belmont,Townhouse,N,Normal,154800
647702,11409,5,4,768,1,1,3,8,1,281,1956,83,5,IL,Kenwood,2Story,Y,Normal,159800
180729,16659,7,7,795,2,1,3,9,1,539,1990,97,5,FL,Prairie View,2Story,Y,Abnorml,350400
627077,9600,6,5,1416,1,0,3,7,2,418,1949,61,7,AZ,Fernwood,SplitLevel,Y,Abnorml,151700
344581,7937,6,6,1003,1,0,3,6,0,588,1937,40,10,CO,Glenmoor,Loft,Y,Normal,223300
297030,13710,5,5,910,1,1,4,6,0,282,1919,,5,AZ,Amberton,1Story,Y,Normal,126000
359057,7399,7,5,975,2,1,3,7,1,576,1938,60,12,CA,Fairview,2Story,Y,Normal,353200
141019,11700,6,6,702,1,2,3,7,1,539,1939,,6,FL,Newhaven,Townhouse,Y,Normal,148200
890034,14000,6,8,1092,1,0,3,6,1,300,1974,,3,TX,Lindenwood,2Story,Y,Normal,200000
685059,15750,5,5,1165,1,0,2,5,2,375,1945,76,4,CA,Brookhaven,1Story,Y,Normal,256100
926674,16226,8,5,1028,2,1,4,9,1,683,1954,103,11,NC,Trellis Park,2Story,Y,Normal,252800
378363,13704,7,5,1541,2,0,3,6,1,843,1954,88,4,IL,Kenwood,1Story,Y,Family,228700
748802,9800,5,7,894,1,0,3,5,0,552,1934,68,12,NY,Harborview,1Story,N,Partial,210100
218485,18386,7,9,1470,3,0,3,10,1,870,1918,108,6,AZ,Birchwood,1Story,Y,Normal,272700
530153,10386,8,5,2000,2,0,3,8,0,888,1949,74,1,AZ,Birchwood,1Story,N,Abnorml,235400
193222,13474,7,5,700,2,1,4,8,1,746,1961,85,12,TX,Kestrel Point,2Story,Y,Normal,224900
748755,7920,6,7,319,1,0,3,6,0,0,1957,75,5,TX,Kestrel Point,Townhouse,Y,Normal,126500
879890,12342,4,5,861,1,0,1,4,0,539,1918,91,4,CO,Dunmore,Townhouse,Y,Normal,141600
973033,12378,9,5,1896,2,0,3,8,3,708,1960,78,12,OH,Marbleton,SplitLevel,Y,Partial,298900
518942,7685,6,5,697,2,1,3,6,1,420,1927,64,7,NY,Juniper Hill,2Story,Y,Normal,207600
956436,8000,6,6,972,1,0,2,5,1,240,1955,65,8,CA,Brookhaven,Ranch,Y,Normal,255000
673488,7800,5,7,793,1,0,3,5,1,410,1922,53,2,FL,Quinton,Ranch,Y,Normal,140700
312180,215245,7,5,2136,2,0,3,8,2,513,1952,313,9,CO,Dunmore,Ranch,Y,Normal,489400
285807,9600,7,7,728,1,1,3,6,1,546,1956,62,11,IL,Jasper Flats,SplitLevel,Y,Normal,266900
458280,7795,7,5,716,2,1,3,6,1,432,1958,60,6,NC,Valley Forge,1Story,Y,Normal,204800
952458,13005,7,7,845,2,1,4,10,1,484,1968,86,4,WA,Ashcroft,Ranch,Y,Normal,268900
781991,9000,8,5,1088,2,1,3,8,1,1025,1957,70,3,AZ,Copper Ridge,2Story,Y,Normal,327900
705515,9900,7,5,1347,2,1,4,9,1,656,1938,70,2,NY,Lakeshore,1Story,Y,Normal,325900
967120,14115,7,5,1372,2,0,3,6,2,588,1967,103,9,CA,Greenfield,1Story,Y,Partial,517300
646267,16259,9,5,1249,3,1,4,9,0,840,1995,90,7,CA,Brookhaven,Loft,Y,Normal,567600
363052,12099,8,5,1136,2,1,4,10,1,872,1984,69,6,MA,Quarry Bend,2Story,Y,Normal,421200
818602,10380,7,5,1502,2,1,4,8,1,576,1944,,5,TX,Granite Hills,2Story,N,Normal,199700
467195,5820,3,8,1162,1,0,3,6,0,220,1932,63,10,AZ,Amberton,1Story,Y,Partial,101700
648611,11275,7,7,710,2,1,5,11,1,564,1948,91,6,NC,Valley Forge,Ranch,Y,Normal,249600
731694,5000,5,6,720,1,0,2,5,0,360,1963,44,4,CO,Glenmoor,1Story,N,Normal,159500
429455,10846,8,5,1719,1,1,1,6,2,473,1965,70,7,OH,Rosewood,1Story,Y,Normal,202600
411447,11600,6,5,1383,1,1,3,7,0,292,1967,70,6,MA,Northfield,1Story,Y,Normal,203500
830973,11888,6,6,844,2,0,5,10,0,441,1943,79,12,TX,Ivy Ridge,Ranch,Y,Normal,179000
967395,6402,5,5,596,1,0,3,6,0,189,1943,,5,OH,Pembroke,Ranch,Y,Normal,104600
959358,10624,5,4,1728,2,0,6,10,0,352,1915,,12,MA,Oakridge,Townhouse,Y,Normal,173900
814929,8176,5,6,1056,1,0,3,6,0,308,1940,47,3,OH,Rosewood,Loft,Y,Normal,111100
901579,10655,8,5,3206,2,0,3,7,1,880,1957,81,3,FL,Prairie View,Ranch,N,Normal,340500
734367,8198,7,5,1358,2,0,2,6,1,484,1955,58,7,TX,Highpoint,1Story,Y,Family,182900
453115,9042,6,5,943,2,1,3,7,2,472,1931,77,8,CO,Clearwater,Ranch,Y,Normal,210300
408386,164660,5,6,1499,2,0,3,7,2,529,1955,,8,IN,Summit Park,Ranch,Y,Normal,169900
815979,14157,9,5,1922,2,0,3,8,1,676,1982,87,8,CO,Glenmoor,2Story,Y,Normal,518000
365801,9135,7,5,1536,2,0,3,7,0,532,1961,79,7,MA,Riverton,Ranch,Y,Normal,234900
885994,14145,7,7,1208,2,0,3,8,0,440,1953,96,5,WA,Yorkfield,SplitLevel,N,Normal,268700
778902,12400,6,7,1215,1,0,3,6,0,297,1947,77,6,FL,Stonegate,2Story,Y,Normal,164700
503907,14191,8,5,967,2,1,4,9,0,431,1954,89,3,CO,Clearwater,SplitLevel,Y,Normal,305900
945391,8400,4,4,721,1,0,2,4,0,294,1895,72,9,WA,Union Heights,Townhouse,Y,Partial,104300
851101,8544,3,4,0,2,0,2,6,0,400,1936,61,1,FL,Newhaven,2Story,Y,Normal,107000
609278,8849,9,5,1684,2,0,2,6,1,564,1970,57,3,CA,Fairview,Ranch,Y,Normal,496100
760564,2592,5,3,536,1,1,3,4,0,336,1922,31,5,WA,Vinehill,2Story,Y,Normal,125700
835247,6435,6,5,972,1,0,3,6,1,312,1970,62,12,AZ,Amberton,Townhouse,Y,Normal,141600
443786,12772,6,8,958,1,0,2,5,0,301,1939,74,9,WA,Thornbury,1Story,N,Normal,161800
608066,17600,6,5,1478,2,0,3,6,2,498,1953,99,5,AZ,Amberton,2Story,Y,Normal,201400
231772,2448,7,5,764,2,1,2,6,0,474,1961,30,4,NY,Ironbridge,1Story,N,Normal,222800
492973,20431,9,5,1848,2,1,4,10,2,706,1976,113,6,NC,Trellis Park,2Story,Y,Family,347800
512853,7820,9,5,1869,2,0,2,6,1,617,1978,58,4,AZ,Amberton,2Story,Y,Normal,247700
391866,5271,7,5,1453,1,1,2,6,1,445,1957,58,10,NC,Upland,1Story,Y,Normal,223800
537857,9084,5,6,616,1,0,3,5,0,200,1928,69,12,TX,Highpoint,Townhouse,N,Normal,82400
746844,8520,6,8,624,1,0,2,5,0,484,1956,86,8,IL,Millbrook,1Story,Y,Normal,148500
373606,8400,6,5,940,1,0,2,6,2,240,1958,68,1,TX,Lindenwood,2Story,Y,Partial,171700
558099,11249,6,5,1200,2,0,3,6,0,521,1934,85,10,OH,Overlook,Ranch,Y,Normal,161600
121873,9248,6,6,1158,2,0,3,6,0,400,1927,71,5,NC,Yellowstone Ridge,1Story,Y,Abnorml,123600
286953,4224,5,5,1142,1,1,3,6,1,528,1929,,3,CO,Belmont,Townhouse,Y,Normal,155300
164873,6930,5,4,1062,1,0,3,6,0,288,1935,61,10,OH,Quailridge,2Story,Y,Partial,105900
418131,12011,8,5,1086,2,1,3,7,1,592,1959,87,9,CA,Cedar Park,1Story,N,Partial,389100
404343,7540,6,6,888,1,0,2,5,1,470,1955,54,4,CA,Brookhaven,SplitLevel,Y,Normal,261500
287758,9144,5,5,883,1,0,3,8,0,240,1912,,5,TX,Kestrel Point,Townhouse,Y,Normal,109200
852390,7301,7,5,0,3,0,4,7,1,672,1963,55,6,IL,Inglewood,Townhouse,N,Normal,180500
607366,1680,6,8,483,1,1,2,5,0,264,1946,41,10,AZ,Copper Ridge,1Story,Y,Alloca,136700
188907,18800,6,5,796,2,1,3,6,1,566,1964,97,6,NY,Lakeshore,Townhouse,Y,Family,214100
428477,10690,5,7,672,1,0,3,6,0,468,1924,49,8,CA,Cedar Park,2Story,Y,Normal,206900
465344,9500,6,5,1394,1,1,3,6,2,514,1953,70,8,FL,Quinton,1Story,N,Partial,221800
931528,9150,6,5,1099,1,0,3,6,1,296,1950,66,9,CO,Clearwater,1Story,Y,Normal,242500
815049,7800,5,6,1268,1,0,2,7,1,244,1949,57,6,MA,Northfield,1Story,N,Partial,168800
404704,9830,5,7,1063,1,0,3,7,1,576,1934,65,2,AZ,Birchwood,Ranch,Y,Normal,155500
313995,8121,6,5,953,2,1,3,7,1,460,1949,,10,AZ,Edgewater,2Story,Y,Normal,159100
115313,17120,4,4,0,2,0,4,7,1,680,1943,84,6,TX,Lindenwood,2Story,Y,Abnorml,112800
616185,7175,6,5,744,1,0,2,4,0,264,1925,51,7,IN,Tanglewood,1Story,Y,Normal,97700
161337,10634,5,6,608,1,0,3,5,0,270,1940,79,7,CA,Brookhaven,1Story,N,Abnorml,171300
882956,8200,7,5,847,2,1,4,8,1,434,1977,67,12,IL,Kenwood,2Story,Y,Normal,244400
298064,10020,1,1,683,0,1,1,4,0,0,1891,78,11,AZ,Deerfield,1Story,Y,Normal,49800
966964,8846,5,5,870,1,0,2,5,0,576,1926,75,8,TX,Lindenwood,2Story,Y,Normal,116000
658276,11143,8,5,1580,3,0,4,8,1,610,1944,68,6,CA,Northgate,1Story,Y,Normal,473200
982078,11394,9,2,1856,1,1,1,8,1,834,1972,78,7,AZ,Birchwood,Ranch,Y,Normal,291900
502545,8123,6,5,982,2,1,3,7,1,463,1932,61,5,MA,Northfield,Townhouse,N,Normal,214000
621080,5000,5,6,1026,2,0,3,6,1,308,1943,,10,CA,Greenfield,2Story,Y,Normal,332800
154124,7200,7,5,1293,2,0,2,5,1,572,1934,53,9,CA,Brookhaven,Ranch,Y,Normal,305100
336403,9245,7,5,939,2,1,3,8,0,639,1964,90,4,TX,Kestrel Point,1Story,Y,Normal,198900
544551,9000,6,3,784,1,0,2,5,0,360,1948,66,3,IN,Willowbrook,1Story,Y,Normal,132900
682642,53107,6,5,1580,2,1,3,9,2,501,1913,172,8,IL,Inglewood,2Story,Y,Normal,288200
290778,3182,8,5,1256,2,0,2,6,1,430,1978,50,11,WA,Ashcroft,Townhouse,Y,Abnorml,220400
962650,8410,5,3,658,1,0,5,8,0,0,1934,73,1,CA,Elmwood,2Story,Y,Normal,193000
167820,7200,6,6,1041,1,0,3,6,1,352,1936,61,7,FL,Quinton,1Story,Y,Normal,196100
739236,9382,7,5,1468,2,0,3,6,0,577,1937,72,8,FL,Redstone,2Story,Y,Normal,210900
431810,12474,10,5,1682,2,1,3,9,1,846,1981,72,6,OH,Quailridge,2Story,Y,Normal,409200
649324,8405,5,8,861,1,0,4,7,0,384,1945,68,7,WA,Vinehill,2Story,Y,Normal,177100
176192,12209,6,5,804,2,1,3,7,1,560,1945,68,6,NY,Lakeshore,Ranch,Y,Family,257500
546790,8339,5,7,0,1,0,3,5,0,294,1955,66,10,IL,Jasper Flats,Townhouse,Y,Normal,141500
927124,7446,4,5,788,1,0,2,4,2,0,1918,57,1,AZ,Fernwood,1Story,Y,Partial,108000
964374,10134,5,6,735,1,0,2,5,0,240,1935,93,5,NY,Harborview,1Story,Y,Normal,188500
824453,9571,5,6,1144,1,0,3,6,0,596,1909,65,5,IN,Underhill,2Story,Y,Normal,105600
135940,7200,5,5,894,1,0,2,6,0,600,1927,57,5,OH,Marbleton,1Story,Y,Normal,125700
668081,7590,5,5,864,2,0,4,8,1,264,1928,65,8,OH,Rosewood,1Story,N,Normal,109500
900191,8967,5,2,961,1,0,2,6,0,338,1935,73,1,FL,Quinton,Townhouse,Y,Partial,128600
555751,8125,7,5,1092,2,0,2,7,0,438,1967,68,7,NY,Maplewood,Townhouse,Y,Normal,282700
940229,14963,8,5,1260,1,1,1,4,2,500,1952,76,3,TX,Lindenwood,1Story,Y,Normal,209700
742234,8767,7,5,1310,2,0,3,6,1,400,1968,66,6,NC,Xavier Park,1Story,Y,Normal,248900
294272,10200,5,8,672,1,0,2,4,0,240,1916,,5,NY,Ironbridge,Townhouse,Y,Abnorml,164100
698441,12090,8,5,1141,2,1,4,10,1,420,1951,90,2,FL,Prairie View,1Story,Y,Normal,312300
772142,10364,6,5,806,2,1,3,7,1,373,1923,83,8,NC,Upland,1Story,Y,Normal,225000
844260,9991,4,4,1281,2,0,3,8,1,490,1942,76,8,OH,Pembroke,Townhouse,N,Normal,96400
227329,10480,6,5,1064,1,0,3,6,0,240,1924,72,10,FL,Quinton,1Story,N,Normal,143000
457708,15576,6,7,840,2,0,4,8,0,308,1965,86,9,TX,Jamestown,Ranch,Y,Normal,151300
485020,14154,7,5,1063,2,1,3,9,1,947,1948,87,7,MA,Riverton,Loft,Y,Family,283900
343988,10800,8,5,1034,2,1,3,8,1,836,1978,76,9,NC,Upland,SplitLevel,Y,Normal,347000
480857,9571,5,3,1276,1,0,3,5,0,350,1931,64,7,CO,Belmont,SplitLevel,Y,Normal,170300
286799,34650,5,5,1056,1,0,3,5,0,572,1943,133,5,NC,Xavier Park,Ranch,Y,Normal,136500
258485,4403,7,5,1470,2,1,2,7,1,484,1957,39,5,CA,Fairview,1Story,Y,Abnorml,369700
569097,8960,5,6,1008,1,0,2,5,1,360,1954,,8,IL,Inglewood,2Story,Y,Normal,136800
639027,11228,7,5,1080,2,1,3,9,1,678,1929,84,5,OH,Quailridge,1Story,Y,Normal,202100
954674,8899,7,5,1340,2,0,3,6,0,396,1927,68,3,TX,Granite Hills,2Story,Y,Normal,166700
317857,7844,6,7,672,1,1,3,6,1,440,1935,58,11,IL,Jasper Flats,1Story,N,Normal,188000
796325,22420,6,6,1370,2,1,4,10,1,864,1964,116,11,IN,Verdant Oaks,Townhouse,Y,Normal,177500
135021,8160,5,6,756,1,1,3,7,0,240,1943,65,6,IL,Larkspur,2Story,Y,Normal,190200
109201,8450,5,6,1056,1,0,3,6,1,304,1931,69,9,CO,Belmont,Ranch,N,Partial,164000
793100,7060,7,5,1344,2,0,2,8,0,784,1976,75,9,FL,Prairie View,1Story,Y,Normal,223400
346747,16635,6,7,1602,2,0,3,8,1,529,1937,109,8,NY,Lakeshore,1Story,Y,Normal,324200
607260,21750,5,5,988,1,0,2,4,0,520,1927,106,1,MA,Silverlake,1Story,N,Normal,160500
543731,9200,8,5,1470,2,1,4,8,1,696,1943,,5,IN,Summit Park,1Story,Y,Partial,212700
290992,9000,6,5,1196,1,0,2,6,1,297,1968,76,8,TX,Jamestown,1Story,N,Normal,167900
448462,3378,7,8,651,1,1,3,6,2,240,1939,45,5,MA,Oakridge,Townhouse,N,Normal,172100
991813,12800,7,5,1518,2,0,2,5,1,569,1977,94,8,AZ,Edgewater,Ranch,Y,Family,183800
926836,8593,4,6,907,1,0,3,5,0,352,1943,75,1,NY,Ironbridge,Townhouse,Y,Normal,154200
670650,6762,7,5,1208,2,0,2,6,0,628,1950,72,6,TX,Ivy Ridge,Townhouse,Y,Normal,142100
514220,11457,6,5,1392,2,0,3,6,1,576,1947,70,5,NC,Yellowstone Ridge,1Story,Y,Normal,173100
999971,1680,6,5,483,1,1,2,4,0,264,1942,,9,IL,Inglewood,Ranch,Y,Normal,144300
883092,5586,6,7,901,1,0,4,7,0,0,1933,62,6,NY,Maplewood,Ranch,Y,Normal,201100
798704,1920,5,5,765,1,1,2,6,0,440,1946,34,4,TX,Highpoint,1Story,N,Normal,103700
491690,10839,6,5,926,2,1,3,7,1,470,1941,79,9,WA,Vinehill,Ranch,Y,Partial,176300
556285,1890,4,7,630,1,0,1,3,0,0,1940,25,7,CO,Glenmoor,Ranch,Y,Normal,120500
596863,10667,7,6,799,2,1,3,6,1,550,1948,75,5,FL,Quinton,1Story,Y,Partial,250300
605288,4400,6,8,648,1,0,2,6,0,440,1959,58,7,CA,Cedar Park,2Story,N,Normal,216700
956284,6000,6,7,884,1,0,2,4,0,180,1948,58,2,CA,Cedar Park,SplitLevel,N,Normal,168500
480484,4280,5,6,440,1,0,2,4,1,352,1937,49,6,CO,Clearwater,Loft,Y,Normal,175800
653913,12354,6,8,684,1,0,3,7,0,528,1942,81,6,OH,Pembroke,1Story,Y,Normal,123100
151584,15431,10,5,3094,2,0,2,10,2,672,1964,100,4,TX,Kestrel Point,Ranch,Y,Abnorml,399100
277825,12108,4,4,1440,2,0,4,8,0,0,1933,86,4,IL,Kenwood,2Story,Y,Normal,141800
405703,6240,5,7,1078,2,0,3,8,1,360,1954,58,12,CA,Northgate,1Story,Y,Normal,233800
413401,3922,7,5,1258,2,0,2,6,1,648,1932,53,5,IL,Millbrook,1Story,N,Normal,202600
500981,8750,7,5,915,2,1,4,8,1,493,1947,74,11,CA,Northgate,Townhouse,Y,Normal,209600
387366,9855,6,5,1436,1,0,3,7,1,480,1930,63,4,WA,Ashcroft,Ranch,Y,Normal,208000
195005,16492,6,6,1517,2,1,2,6,1,578,1930,109,2,CA,Brookhaven,1Story,Y,Normal,319100
336910,11214,7,5,930,2,1,4,10,1,431,1946,83,9,IL,Larkspur,SplitLevel,Y,Normal,216100
283179,8600,6,6,780,2,0,3,7,1,198,1962,67,10,TX,Ivy Ridge,1Story,Y,Normal,117000
298127,6000,3,7,649,1,1,2,6,0,308,1910,64,9,CA,Greenfield,Townhouse,Y,Normal,176600
334211,5684,6,8,813,1,0,2,5,0,270,1936,60,8,TX,Lindenwood,Loft,N,Normal,119300
999514,70761,7,5,1533,2,0,2,5,2,576,1971,178,9,FL,Redstone,1Story,N,Normal,291500
844252,9303,6,5,872,2,1,3,7,0,422,1954,70,3,OH,Rosewood,Ranch,Y,Normal,175000
382275,9000,8,5,768,2,1,3,6,0,676,1964,62,5,IN,Underhill,Loft,Y,Normal,166700
623581,9297,5,5,1728,2,0,4,8,0,560,1959,79,6,CA,Northgate,Townhouse,Y,Normal,230300
923868,9600,7,6,1242,1,1,3,6,1,528,1955,63,6,AZ,Birchwood,Ranch,N,Normal,201200
716562,4571,5,5,624,1,0,4,7,0,513,1926,59,3,FL,Prairie View,Townhouse,N,Normal,137700
587393,53227,4,6,1364,1,0,2,6,2,529,1929,176,9,CO,Dunmore,2Story,Y,Abnorml,226100
833178,5100,8,7,588,1,0,3,7,1,228,1953,45,3,NY,Ironbridge,Ranch,N,Normal,254900
732668,7015,5,4,709,1,0,3,5,1,352,1955,48,4,CA,Northgate,SplitLevel,Y,Partial,201300
270275,8004,8,5,832,2,1,3,8,0,552,1961,71,7,OH,Overlook,2Story,Y,Alloca,204000
196184,7200,7,9,560,1,0,3,6,0,576,1949,41,6,IL,Hazelton,1Story,Y,Partial,199500
301431,8281,5,5,864,1,0,3,5,1,360,1923,71,8,NY,Maplewood,Townhouse,Y,Normal,141300
258489,11988,6,7,715,1,1,3,6,1,240,1953,70,7,IN,Tanglewood,2Story,N,Normal,128300
153974,8430,5,5,1040,2,0,3,5,0,0,1944,64,6,OH,Pembroke,Townhouse,N,Normal,80000
968641,3072,7,5,1375,2,0,2,6,1,398,1957,44,5,CO,Foxrun,1Story,Y,Normal,247100
417368,10628,7,5,1277,1,0,2,5,1,526,1964,81,4,CA,Cedar Park,1Story,Y,Normal,255400
948630,9480,5,7,728,1,1,3,7,2,312,1962,63,5,FL,Stonegate,Ranch,Y,Normal,150500
368958,11428,8,5,1626,2,0,3,7,1,866,1960,63,9,TX,Jamestown,SplitLevel,Y,Normal,201700
162121,9291,6,5,832,2,1,3,7,0,506,1945,71,6,CA,Fairview,Ranch,Y,Partial,355300
162295,6820,8,5,1488,1,1,1,4,0,528,1959,67,8,AZ,Deerfield,2Story,Y,Normal,217900
482370,11952,7,6,808,2,1,3,8,1,534,1966,80,9,IL,Millbrook,2Story,Y,Normal,261400
765785,3675,6,5,547,1,0,2,5,0,525,1943,42,8,OH,Rosewood,Townhouse,Y,Normal,91200
519645,14977,8,5,1976,2,0,2,7,1,908,1951,100,9,CO,Belmont,SplitLevel,N,Normal,355300
326403,5330,8,5,1494,2,0,2,6,0,499,1994,52,5,WA,Union Heights,2Story,Y,Normal,387200
697140,8480,5,6,970,1,0,2,5,0,624,1940,68,1,OH,Overlook,1Story,N,Normal,145800
256458,13125,6,5,1478,2,0,3,7,1,508,1941,82,3,IN,Underhill,Loft,N,Normal,145800
811046,13693,9,5,2153,2,1,3,9,1,694,1982,,5,FL,Stonegate,2Story,Y,Normal,401600
633174,10637,8,5,1705,2,0,3,7,1,826,1990,92,8,OH,Pembroke,1Story,Y,Normal,278900
339436,5925,4,7,907,1,0,2,7,0,672,1933,51,10,FL,Stonegate,Loft,Y,Normal,129900
406407,16033,9,5,1833,2,0,3,8,1,772,1942,99,10,CO,Foxrun,2Story,Y,Normal,399300
222984,11846,9,5,1792,2,0,2,6,1,874,1976,,4,OH,Quailridge,1Story,Y,Normal,244000
594816,2500,7,8,910,1,1,4,7,1,164,1955,23,2,NY,Maplewood,1Story,Y,Normal,228900
404193,4500,6,5,1216,2,0,2,5,0,402,1941,44,8,IN,Tanglewood,1Story,N,Normal,118000
323256,7758,5,7,999,1,0,3,6,0,264,1929,52,5,NY,Harborview,1Story,Y,Normal,199500
473679,9600,5,7,1113,1,0,3,5,1,264,1929,60,6,NC,Yellowstone Ridge,SplitLevel,Y,Normal,98300
104764,10289,5,7,1073,1,1,3,6,0,515,1944,70,11,TX,Ivy Ridge,Ranch,N,Normal,131900
534638,12243,5,6,1484,2,0,3,7,1,487,1940,81,7,CO,Eastvale,Townhouse,Y,Normal,245600
272619,10800,5,4,954,2,0,3,10,1,520,1934,83,3,OH,Quailridge,Townhouse,Y,Normal,110700
926378,1526,4,8,630,1,0,1,3,0,286,1950,25,7,CA,Cedar Park,1Story,Y,Normal,146300
776945,2665,5,6,264,1,1,3,4,1,336,1950,38,9,CA,Brookhaven,1Story,Y,Normal,170800
265562,9490,6,7,806,1,0,3,5,2,240,1967,,8,IN,Willowbrook,1Story,N,Normal,139700
298197,15578,6,5,728,2,1,3,8,0,429,1945,99,9,OH,Pembroke,2Story,Y,Normal,171800
182523,7931,5,6,1269,1,1,3,6,1,308,1921,65,4,CA,Northgate,2Story,Y,Abnorml,254100
982833,5784,5,8,190,1,0,2,4,0,273,1935,55,8,CA,Northgate,SplitLevel,N,Normal,146700
347463,7879,4,5,720,1,0,2,4,0,0,1933,66,8,NY,Juniper Hill,1Story,N,Normal,135900
947503,12692,8,5,3200,3,0,4,10,1,546,1944,89,4,IL,Larkspur,Ranch,Y,Normal,434000
