listing_id,tiene_cochera,m2,banos,ingreso_zona,estado,tipo_vivienda,barrio,codigo_postal,mes_venta,anio_alta,precio,dias_para_vender,dias_reales,visitas_semana,se_vendio,segmento,tiene_pileta,apto_credito,a_reciclar
673839,True,104,2,23083,excelente,departamento,barrio_35,1020,6,1978,523210,57,57,10,1,premium,0,1,0
900534,True,58,3,14870,regular,casa,barrio_03,1017,10,1964,314491,94,94,0,0,economica,0,1,1
874198,True,64,1,49447,bueno,casa,barrio_05,1033,2,1970,304930,95,95,1,0,economica,0,0,1
505889,False,117,1,23701,excelente,duplex,barrio_31,1022,5,1953,444967,59,59,1,0,media,0,0,1
984114,True,126,3,40818,excelente,duplex,barrio_36,1007,9,2017,494167,19,19,9,0,premium,0,1,0
673659,True,61,3,12399,bueno,casa,barrio_10,1039,6,2016,339000,13,13,3,1,economica,0,1,1
103155,False,118,2,29681,muy bueno,duplex,barrio_10,1002,8,1958,434165,52,52,2,0,media,0,0,1
759855,False,76,3,64342,bueno,casa,barrio_07,1027,7,1964,338878,93,93,0,0,economica,1,0,0
674106,False,96,2,58968,muy bueno,departamento,barrio_33,1026,10,2012,322911,56,56,3,0,economica,1,1,0
600974,False,145,2,19328,regular,PH,barrio_00,1023,11,1979,426823,94,94,1,0,media,0,0,1
688141,True,123,1,14262,regular,departamento,barrio_34,1002,6,1954,375312,99,99,2,1,media,1,1,1
806098,True,123,3,36776,muy bueno,PH,barrio_28,1019,6,1959,427251,82,82,0,1,media,0,0,1
239413,False,162,3,56887,bueno,duplex,barrio_27,1035,4,1979,507258,92,92,1,0,premium,1,0,1
761674,True,70,1,50219,muy bueno,casa,barrio_40,1009,6,1989,366726,48,48,3,1,media,0,1,0
414476,False,60,3,24107,bueno,casa,barrio_31,1027,11,1994,262331,59,59,3,0,economica,0,0,1
312177,False,70,3,46086,excelente,duplex,barrio_43,1034,7,1960,398150,73,73,1,0,media,0,1,1
192242,False,86,1,120799,muy bueno,PH,barrio_45,1038,9,1976,352366,66,66,3,1,economica,0,1,0
781685,False,25,1,42792,bueno,PH,barrio_55,1020,6,1968,181922,77,77,1,0,economica,0,0,1
367071,False,88,2,9833,muy bueno,departamento,barrio_47,1012,9,1987,335100,57,57,6,1,economica,0,1,0
775923,False,76,2,42726,bueno,departamento,barrio_31,1027,9,1972,298572,90,90,1,0,economica,1,0,0
205721,True,122,2,186310,bueno,PH,barrio_29,1019,7,1964,407068,76,76,0,0,media,1,0,0
891385,True,107,2,12966,bueno,PH,barrio_14,1025,12,2007,365052,60,60,7,1,media,0,1,0
751304,True,74,3,37189,excelente,casa,barrio_35,1029,11,1990,453123,1,1,19,0,premium,1,1,0
855991,False,116,2,30301,muy bueno,PH,barrio_08,1028,2,1983,434052,81,81,5,0,media,0,0,0
550200,True,120,1,39211,excelente,PH,barrio_55,1009,3,1959,511743,89,89,0,0,premium,0,0,0
251744,True,68,1,42421,excelente,casa,barrio_50,1030,12,1955,463209,62,62,1,0,premium,1,0,1
326001,False,78,3,90398,excelente,departamento,barrio_07,1021,5,2006,405447,47,47,7,1,media,0,1,0
641338,True,25,3,38864,bueno,duplex,barrio_47,1037,4,2018,236690,13,13,3,0,economica,1,1,0
161034,False,57,2,100892,excelente,PH,barrio_07,1026,10,1991,359207,37,37,7,0,media,0,1,1
198367,True,69,1,33053,muy bueno,casa,barrio_43,1035,8,1952,314587,73,73,4,0,economica,0,0,1
108876,True,98,1,27444,bueno,casa,barrio_05,1039,2,1984,337494,65,65,1,0,economica,1,1,1
435461,True,62,1,21262,muy bueno,PH,barrio_29,1039,2,1969,314268,77,77,2,1,economica,1,0,1
405269,True,77,1,8487,bueno,departamento,barrio_39,1029,10,1953,314031,98,98,1,0,economica,0,0,1
576082,False,52,2,45280,bueno,duplex,barrio_43,1023,10,1960,263916,68,68,0,0,economica,1,0,1
656329,False,101,1,187813,bueno,PH,barrio_25,1004,5,1985,334423,73,73,2,0,economica,0,1,1
475689,False,110,1,52396,regular,duplex,barrio_55,1015,11,1980,352227,108,108,1,0,economica,0,0,1
213162,False,109,1,62906,bueno,casa,barrio_46,1019,2,1990,425413,115,115,1,1,media,1,0,1
687218,False,95,3,26097,excelente,departamento,barrio_12,1031,11,1999,458330,36,36,4,1,premium,1,1,0
514307,False,41,2,29868,muy bueno,casa,barrio_40,1023,1,1968,305764,71,71,10,0,economica,1,0,1
707737,True,73,1,79835,bueno,PH,barrio_43,1017,8,1970,285041,101,101,0,0,economica,0,1,1
138368,True,81,3,181127,bueno,casa,barrio_20,1005,11,1998,387933,29,29,6,1,media,0,0,1
435005,False,81,2,119415,bueno,departamento,barrio_44,1028,8,1963,323539,82,82,1,0,economica,1,0,0
394722,False,98,1,69161,bueno,departamento,barrio_53,1017,10,1955,343312,97,97,0,0,economica,0,1,1
812158,True,145,3,37351,muy bueno,casa,barrio_49,1001,5,2010,507468,36,36,6,1,premium,1,1,0
957190,True,123,3,42949,bueno,casa,barrio_45,1011,4,1964,457718,115,115,0,0,premium,0,0,1
808890,True,60,2,19875,muy bueno,PH,barrio_38,1035,4,1958,267838,90,90,2,0,economica,1,0,0
445419,True,119,1,11401,muy bueno,duplex,barrio_16,1004,2,2002,452650,18,18,7,1,premium,1,1,0
544583,False,117,1,14744,muy bueno,casa,barrio_47,1016,4,1987,425987,75,75,4,0,media,1,0,1
951455,True,67,2,37792,excelente,departamento,barrio_21,1020,3,1960,372245,70,70,1,1,media,0,1,1
777246,False,125,3,28750,bueno,casa,barrio_31,1003,10,2010,433346,109,109,2,0,media,0,1,0
575557,False,89,3,11209,excelente,duplex,barrio_18,1006,3,1967,449691,39,39,9,1,media,1,0,1
398389,True,46,3,35247,muy bueno,departamento,barrio_18,1037,2,1997,320233,43,43,8,1,economica,0,1,0
367922,False,111,3,28149,muy bueno,duplex,barrio_09,1023,9,1996,368333,77,77,4,1,media,0,1,0
733563,False,103,2,14210,muy bueno,casa,barrio_57,1008,7,2008,439620,56,56,17,1,media,1,1,0
332184,True,87,2,27007,muy bueno,casa,barrio_08,1006,3,2001,426240,72,72,9,1,media,0,1,1
752678,True,94,3,28092,excelente,PH,barrio_05,1017,9,1999,458729,44,44,4,0,premium,0,1,0
420452,False,70,3,22174,bueno,PH,barrio_56,1028,3,1953,289637,106,106,0,1,economica,1,0,0
778524,True,116,2,76217,muy bueno,duplex,barrio_33,1029,10,2016,427259,38,38,4,0,media,0,1,0
862085,True,93,1,7924,muy bueno,duplex,barrio_26,1007,1,1958,374651,77,77,1,0,media,1,0,1
644935,True,101,3,7416,bueno,duplex,barrio_44,1029,8,1968,352956,61,61,2,0,economica,0,0,1
580178,True,107,1,36411,excelente,PH,barrio_22,1035,8,1981,477980,42,42,13,0,premium,1,1,1
672702,False,55,2,39218,bueno,departamento,barrio_07,1009,5,1970,295372,87,87,1,0,economica,0,0,1
812076,True,64,2,50180,muy bueno,departamento,barrio_43,1001,9,1992,348556,51,51,4,1,economica,0,1,0
880515,False,25,3,23596,regular,casa,barrio_10,1038,5,1953,232454,122,122,0,0,economica,1,0,1
744036,True,115,1,17425,bueno,departamento,barrio_33,1020,8,1982,347493,90,90,0,0,economica,0,1,1
543832,False,53,2,36104,muy bueno,departamento,barrio_56,1031,3,1974,282717,69,69,2,1,economica,0,0,1
822218,True,100,2,25508,bueno,casa,barrio_56,1012,7,1995,367192,120,120,1,1,media,0,0,0
304727,False,108,1,125600,bueno,casa,barrio_21,1011,10,1986,318063,70,70,1,0,economica,1,1,1
358752,False,116,1,28018,bueno,PH,barrio_46,1009,12,2003,383705,55,55,5,1,media,1,0,1
185180,True,53,2,34803,bueno,departamento,barrio_36,1008,5,1961,308224,99,99,0,0,economica,0,1,1
590104,False,93,3,263112,muy bueno,duplex,barrio_28,1018,6,2017,420285,32,32,11,1,media,0,1,0
281708,True,153,2,31076,excelente,departamento,barrio_08,1004,6,1977,574059,62,62,5,1,premium,1,1,0
465380,False,155,3,56666,regular,duplex,barrio_22,1033,11,1974,465946,77,77,1,0,premium,1,0,1
321313,False,130,3,60904,muy bueno,PH,barrio_39,1020,12,1988,459565,51,51,8,0,premium,0,0,1
499872,True,107,3,65194,bueno,casa,barrio_59,1036,8,1961,373530,120,120,1,1,media,1,0,1
403760,True,60,3,45779,muy bueno,casa,barrio_00,1020,10,2007,375023,19,19,4,1,media,0,1,1
355964,True,120,3,42407,bueno,PH,barrio_43,1012,2,1968,382286,57,57,0,0,media,0,0,1
452716,False,89,3,39351,bueno,PH,barrio_50,1020,10,2015,354291,77,77,4,1,economica,0,0,0
307441,False,115,1,22907,bueno,departamento,barrio_57,1006,10,1960,372478,87,87,1,0,media,0,0,1
311540,True,73,3,47118,muy bueno,PH,barrio_25,1032,9,2011,322629,51,51,8,1,economica,0,1,0
175799,True,89,1,184042,bueno,duplex,barrio_07,1028,8,1977,278537,48,48,0,1,economica,0,0,1
130450,True,101,3,95659,bueno,departamento,barrio_16,1005,11,1993,401078,69,69,2,0,media,0,0,0
899179,False,104,2,46311,muy bueno,casa,barrio_51,1023,8,2011,446367,35,35,11,0,media,1,1,0
831054,True,112,3,72017,muy bueno,departamento,barrio_52,1021,11,1959,392320,97,97,1,0,media,0,0,1
340269,True,75,2,18118,bueno,duplex,barrio_38,1008,3,1974,323414,76,76,0,0,economica,0,0,1
300103,False,48,2,29484,muy bueno,duplex,barrio_07,1004,8,2017,288283,61,61,5,1,economica,0,1,0
577290,True,152,2,77519,excelente,duplex,barrio_07,1030,6,1960,577793,82,82,2,1,premium,0,1,0
392853,False,182,2,119340,bueno,duplex,barrio_28,1010,11,1957,504484,62,62,0,0,premium,1,1,1
185191,True,111,2,19600,muy bueno,casa,barrio_35,1020,11,1987,450618,71,71,9,0,premium,1,0,1
885690,True,49,2,24665,bueno,departamento,barrio_01,1009,11,1951,214569,118,118,0,0,economica,0,0,1
385450,False,68,2,207960,muy bueno,casa,barrio_41,1026,3,2020,399719,45,45,7,1,media,1,1,0
747385,True,113,2,39223,bueno,casa,barrio_32,1001,6,2014,407645,60,60,3,0,media,1,0,0
489075,True,142,1,156168,muy bueno,duplex,barrio_00,1014,1,1963,469237,69,69,1,0,premium,1,0,1
981623,False,53,2,42851,bueno,duplex,barrio_05,1021,12,1962,237608,117,117,0,0,economica,1,0,1
321457,False,91,1,44221,bueno,casa,barrio_27,1017,4,2005,355475,10,10,6,1,economica,0,1,1
450593,False,102,1,28442,excelente,PH,barrio_43,1024,8,1986,427847,47,47,9,1,media,1,1,0
756574,True,125,2,77191,bueno,PH,barrio_49,1007,6,2008,426167,66,66,2,0,media,0,1,0
615168,True,83,1,107605,excelente,casa,barrio_25,1017,11,2018,464167,95,95,17,1,premium,0,1,0
718917,True,40,2,15867,excelente,duplex,barrio_17,1030,10,1978,339475,641,64,1,1,economica,0,1,0
311034,False,117,3,27393,excelente,duplex,barrio_58,1013,10,1968,503223,104,104,3,0,premium,1,0,1
263410,False,134,3,75513,bueno,PH,barrio_27,1006,8,1993,431912,569,57,3,0,media,0,1,1
360420,True,92,1,32740,muy bueno,PH,barrio_18,1033,2,1995,391214,53,53,6,1,media,0,0,1
927413,False,109,2,24472,regular,departamento,barrio_26,1031,12,1980,354464,90,90,0,0,economica,0,1,1
243477,True,78,2,81441,bueno,duplex,barrio_00,1027,1,1971,369946,70,70,0,0,media,0,0,0
872493,False,65,3,87795,excelente,departamento,barrio_18,1031,6,1968,412734,53,53,3,1,media,1,1,1
428963,True,131,2,25344,muy bueno,duplex,barrio_30,1031,5,1987,521479,60,60,8,1,premium,0,0,0
344983,True,109,3,43040,bueno,casa,barrio_55,1029,5,1980,425510,86,86,0,0,media,1,0,1
245459,False,112,3,13811,bueno,casa,barrio_44,1020,12,1982,408250,32,32,2,0,media,0,1,1
910626,False,148,1,17741,muy bueno,duplex,barrio_46,1000,3,1956,480520,68,68,0,0,premium,0,1,1
509037,True,58,2,40108,muy bueno,departamento,barrio_32,1023,7,2012,314885,50,50,9,1,economica,0,1,1
963390,True,76,2,37240,bueno,departamento,barrio_06,1010,3,2000,311740,65,65,3,0,economica,0,1,1
370450,False,101,2,16756,excelente,duplex,barrio_23,1030,11,2015,473973,35,35,11,1,premium,0,1,0
515532,True,75,2,20480,bueno,casa,barrio_59,1018,9,2008,370769,6,6,6,0,media,0,1,0
273845,False,122,1,15490,bueno,PH,barrio_02,1036,5,1993,416359,48,48,2,1,media,0,0,1
798351,False,88,2,52263,muy bueno,departamento,barrio_52,1023,1,1971,326891,91,91,0,0,economica,1,1,1
561951,True,60,3,7524,excelente,casa,barrio_41,1022,2,1996,422903,25,25,8,1,media,0,1,0
976933,True,97,1,16167,bueno,duplex,barrio_17,1036,3,1990,278285,38,38,2,0,economica,0,1,0
100817,True,101,2,8182,bueno,casa,barrio_46,1019,5,2015,417366,75,75,4,0,media,0,1,1
815761,False,128,3,50778,regular,casa,barrio_50,1015,11,1966,434595,111,111,0,0,media,1,0,1
457339,True,109,2,8585,excelente,PH,barrio_02,1014,2,1951,507162,56,56,3,0,premium,1,0,1
776337,False,111,3,37249,bueno,duplex,barrio_06,1035,7,1959,358155,65,65,1,0,media,0,0,1
877890,True,106,2,134810,bueno,casa,barrio_39,1030,5,1962,464085,115,115,1,0,premium,1,0,1
372956,False,88,1,138517,excelente,PH,barrio_59,1006,1,1997,485962,39,39,19,1,premium,0,1,0
102669,True,70,3,8564,regular,PH,barrio_01,1019,8,1960,262107,147,147,0,0,economica,0,0,1
200864,True,105,1,46107,muy bueno,duplex,barrio_39,1014,9,1959,389761,76,76,1,0,media,1,0,1
741783,False,83,1,16462,bueno,casa,barrio_08,1025,12,1978,346606,94,94,3,0,economica,1,1,1
281907,False,154,1,13982,muy bueno,duplex,barrio_39,1002,7,2005,486662,40,40,6,1,premium,0,0,0
232788,True,142,3,33164,bueno,PH,barrio_37,1028,4,1980,431699,101,101,1,0,media,1,0,1
666503,True,117,3,97016,bueno,duplex,barrio_05,1029,11,1969,400495,117,117,1,0,media,0,0,1
318166,False,108,1,58673,bueno,departamento,barrio_40,1009,3,1970,367348,83,83,0,1,media,0,0,1
285330,True,92,2,20494,muy bueno,duplex,barrio_53,1006,9,2008,362606,47,47,3,1,media,0,0,1
868605,True,51,2,63833,muy bueno,PH,barrio_51,1025,12,1980,336644,54,54,3,1,economica,0,1,0
727740,True,87,1,6033,regular,casa,barrio_01,1010,1,1976,284305,98,98,0,0,economica,1,0,1
924815,True,99,3,19883,bueno,duplex,barrio_14,1037,12,2004,435676,84,84,2,0,media,0,0,1
547775,False,103,3,18786,excelente,duplex,barrio_14,1031,3,1976,502820,83,83,5,1,premium,1,1,0
903058,False,111,2,38664,regular,departamento,barrio_27,1038,6,1975,384167,94,94,0,0,media,1,0,1
191575,True,127,2,30876,bueno,PH,barrio_08,1021,4,2003,426112,67,67,4,0,media,0,1,1
478101,False,71,3,32429,muy bueno,departamento,barrio_51,1037,2,1973,319404,63,63,4,1,economica,0,1,1
917603,True,71,2,31578,bueno,PH,barrio_46,1000,9,1986,300618,63,63,3,1,economica,1,0,1
354331,False,146,2,36972,bueno,duplex,barrio_48,1011,6,1997,456850,81,81,3,1,premium,0,1,1
198087,True,122,2,55944,bueno,duplex,barrio_11,1000,7,1964,414916,40,40,1,1,media,1,1,1
115800,True,81,2,40924,bueno,casa,barrio_00,1027,6,1959,346034,67,67,0,0,economica,1,1,0
903994,False,91,2,28927,bueno,duplex,barrio_54,1020,9,2010,322491,54,54,2,1,economica,0,0,0
590249,True,91,1,50081,muy bueno,departamento,barrio_17,1011,12,1971,305498,69,69,2,1,economica,0,0,1
918418,True,96,2,70326,muy bueno,PH,barrio_39,1012,7,1974,390835,56,56,5,1,media,0,0,0
333686,True,112,2,23276,regular,duplex,barrio_54,1025,2,1991,390628,83,83,0,0,media,0,0,1
661892,False,184,1,34630,muy bueno,departamento,barrio_02,1007,4,1957,500264,67,67,1,1,premium,0,0,1
749939,True,102,2,91998,bueno,departamento,barrio_00,1020,6,1953,373572,98,98,2,0,media,1,0,1
542268,False,118,2,15030,muy bueno,departamento,barrio_00,1024,2,1979,432170,64,64,4,1,media,0,0,1
181221,False,36,2,153854,bueno,duplex,barrio_09,1009,3,2018,266042,52,52,0,1,economica,1,1,0
175597,False,78,3,12440,muy bueno,departamento,barrio_03,1009,3,1990,355262,48,48,11,0,economica,0,0,1
750500,True,138,2,27549,bueno,departamento,barrio_49,1014,12,1991,417480,80,80,4,1,media,0,0,0
825472,False,109,2,16981,bueno,departamento,barrio_36,1023,5,1993,355631,69,69,1,1,media,1,1,0
734445,True,25,1,209053,bueno,casa,barrio_58,1010,11,2011,236113,48,48,0,0,economica,0,1,1
802204,False,119,3,24278,regular,departamento,barrio_48,1015,7,2009,411399,75,75,4,1,media,0,0,1
536028,False,162,1,24327,bueno,casa,barrio_57,1021,7,1951,493989,72,72,0,0,premium,1,0,1
543983,True,25,2,26995,muy bueno,casa,barrio_14,1007,12,1988,300987,76,76,6,1,economica,0,1,0
951022,False,148,1,39202,muy bueno,PH,barrio_17,1022,9,1988,414418,71,71,2,0,media,0,1,0
258263,True,25,3,27924,regular,casa,barrio_50,1005,3,1965,257833,125,125,0,0,economica,0,0,1
754456,True,128,2,32653,excelente,PH,barrio_14,1005,4,2019,536090,16,16,26,1,premium,1,1,0
503698,True,95,1,2157,muy bueno,duplex,barrio_03,1009,8,1968,383604,60,60,5,1,media,0,0,1
960801,False,25,1,38015,excelente,PH,barrio_40,1011,1,2009,323701,25,25,24,1,economica,0,1,1
985417,False,111,3,36837,muy bueno,departamento,barrio_48,1001,2,1957,420665,68,68,1,0,media,1,0,1
129690,False,135,2,83354,muy bueno,casa,barrio_58,1038,1,1992,451281,247,25,1,0,premium,0,1,1
227269,True,108,1,103492,bueno,duplex,barrio_55,1012,9,2002,382035,90,90,2,0,media,0,1,1
449287,False,115,3,31252,muy bueno,duplex,barrio_07,1032,6,1985,447038,63,63,2,1,media,1,0,1
294792,False,81,1,69772,excelente,PH,barrio_46,1036,1,1957,385524,41,41,3,1,media,1,0,0
734484,False,30,2,15044,regular,casa,barrio_50,1032,9,1958,192501,100,100,2,0,economica,0,0,1
215499,True,119,1,67096,bueno,casa,barrio_41,1033,8,1993,429284,106,106,6,0,media,0,1,0
908318,True,156,1,22972,regular,departamento,barrio_49,1004,9,2011,446820,68,68,1,1,media,0,1,1
788472,False,135,1,14076,excelente,casa,barrio_50,1014,2,1992,546486,2,2,6,1,premium,0,1,0
240564,True,25,1,31305,bueno,duplex,barrio_26,1029,11,1957,242671,70,70,0,0,economica,1,1,1
132801,True,42,3,111344,muy bueno,casa,barrio_02,1023,3,2005,371170,92,92,5,1,media,0,1,0
482441,True,65,2,41974,muy bueno,departamento,barrio_27,1000,7,1982,324196,61,61,5,0,economica,0,1,1
446743,True,39,3,120233,excelente,duplex,barrio_12,1022,7,1955,348724,80,80,4,0,economica,0,1,1
499055,True,97,1,19951,bueno,duplex,barrio_06,1032,3,1976,357578,62,62,2,0,media,1,0,1
513031,True,109,3,83976,muy bueno,casa,barrio_07,1033,5,1964,447924,48,48,0,0,media,1,1,1
655697,False,45,1,21553,excelente,departamento,barrio_41,1015,1,2020,419161,30,30,27,1,media,0,0,0
712964,False,122,1,43489,regular,PH,barrio_30,1009,6,2014,428309,51,51,1,1,media,0,0,1
612336,True,116,1,43189,muy bueno,PH,barrio_32,1012,9,1957,366952,90,90,1,0,media,0,0,1
449227,True,76,3,61648,bueno,duplex,barrio_44,1011,4,1990,336817,71,71,2,0,economica,0,1,1
760133,False,89,3,44382,muy bueno,duplex,barrio_32,1013,7,1950,343575,93,93,1,0,economica,0,1,1
246362,True,27,3,20104,bueno,duplex,barrio_37,1012,12,1982,219510,92,92,2,0,economica,0,0,1
989162,False,83,3,73442,bueno,casa,barrio_05,1018,3,1961,321814,131,131,0,0,economica,0,1,0
225092,False,95,1,145121,regular,casa,barrio_51,1001,4,2003,371287,101,101,2,0,media,0,0,1
398373,True,101,3,22764,regular,PH,barrio_26,1011,2,1955,344221,87,87,0,0,economica,0,0,1
769920,True,108,2,8365,regular,casa,barrio_09,1012,7,2014,331547,19,19,1,0,economica,1,1,0
404944,True,104,2,54147,muy bueno,departamento,barrio_48,1006,3,1966,430962,74,74,1,1,media,0,0,0
425832,False,86,2,27863,bueno,casa,barrio_44,1035,11,1968,348267,126,126,1,0,economica,1,0,1
838671,True,105,2,32700,bueno,duplex,barrio_03,1027,4,2012,451311,40,40,7,1,premium,0,1,1
343303,False,130,1,56667,muy bueno,casa,barrio_11,1036,8,2014,466740,1,1,13,1,premium,0,1,0
261213,False,92,1,25207,muy bueno,casa,barrio_00,1022,3,1956,378241,79,79,0,0,media,0,0,1
426646,False,106,2,29288,bueno,casa,barrio_16,1004,4,1957,379745,117,117,2,0,media,0,1,1
496658,False,88,2,33520,excelente,casa,barrio_05,1036,3,2010,390522,108,108,3,1,media,0,0,0
622774,True,72,3,117689,bueno,PH,barrio_42,1018,7,2019,349741,77,77,1,0,economica,1,1,1
989021,True,113,2,37200,muy bueno,departamento,barrio_31,1027,1,1984,445276,70,70,2,0,media,1,0,0
659321,False,76,1,13514,regular,duplex,barrio_58,1015,1,1961,271861,101,101,0,0,economica,0,0,1
407806,True,109,2,13951,muy bueno,departamento,barrio_44,1019,7,1960,412648,77,77,3,0,media,0,0,1
955722,True,96,2,40594,excelente,PH,barrio_36,1019,7,1968,461916,61,61,5,1,premium,0,1,1
441650,True,84,3,14713,muy bueno,PH,barrio_30,1011,4,1998,411902,21,21,19,1,media,0,1,0
276693,True,84,2,10406,muy bueno,PH,barrio_03,1022,6,1956,346709,88,88,2,0,economica,1,0,1
878436,False,77,2,60381,muy bueno,duplex,barrio_04,1029,5,1995,346817,116,116,0,0,economica,0,1,0
133260,True,37,3,62793,bueno,casa,barrio_36,1000,10,2007,271068,102,102,2,0,economica,0,0,1
920601,False,108,2,27051,muy bueno,PH,barrio_00,1005,6,1960,410806,64,64,2,1,media,0,1,0
985503,False,103,3,45932,muy bueno,duplex,barrio_02,1033,11,2019,424351,52,52,16,1,media,0,1,0
582880,True,125,3,42214,excelente,duplex,barrio_13,1022,3,2020,583869,33,33,39,1,premium,1,1,0
492395,False,76,3,58802,bueno,PH,barrio_53,1038,3,1971,312079,96,96,0,0,economica,1,0,1
779833,True,161,3,58912,regular,PH,barrio_27,1024,5,1957,440579,120,120,0,0,media,1,0,1
409090,True,82,2,4516,muy bueno,duplex,barrio_42,1026,1,1973,347754,90,90,1,1,economica,0,1,0
830280,True,64,1,29959,regular,PH,barrio_24,1035,9,1968,216424,112,112,0,0,economica,0,1,1
496751,True,60,2,54958,bueno,duplex,barrio_10,1026,5,1969,333395,94,94,1,0,economica,0,0,1
512541,True,34,1,26151,bueno,casa,barrio_22,1013,5,2015,295390,58,58,2,1,economica,0,1,0
620414,True,149,2,37383,muy bueno,departamento,barrio_05,1021,7,1960,421616,86,86,0,0,media,1,0,1
476659,True,143,3,66208,bueno,casa,barrio_46,1009,1,1972,510312,80,80,1,0,premium,1,0,0
741215,True,116,2,38744,bueno,casa,barrio_11,1013,5,2005,452182,43,43,2,0,premium,1,1,1
761059,False,64,1,121338,regular,departamento,barrio_22,1027,12,1954,283541,87,87,1,0,economica,0,0,1
981465,True,158,1,89464,excelente,casa,barrio_58,1005,8,1954,528764,129,129,0,0,premium,1,1,1
330465,False,83,3,33029,muy bueno,departamento,barrio_35,1026,7,1971,364718,64,64,6,1,media,0,0,1
394066,False,86,3,30994,regular,departamento,barrio_27,1023,7,2018,326824,79,79,3,1,economica,0,1,0
640227,False,145,2,3714,regular,PH,barrio_32,1012,6,2009,367315,86,86,0,0,media,0,1,1
907020,False,118,3,27967,muy bueno,duplex,barrio_47,1001,12,2015,473750,73,73,6,0,premium,0,0,1
397075,False,172,3,12300,bueno,duplex,barrio_15,1028,12,2011,509481,79,79,0,0,premium,1,1,1
678368,False,104,2,43347,muy bueno,departamento,barrio_38,1032,5,1958,338286,89,89,1,0,economica,0,0,1
554560,False,81,1,41040,bueno,departamento,barrio_52,1029,12,1978,282188,93,93,1,0,economica,1,1,1
739313,False,74,3,63366,excelente,duplex,barrio_34,1016,1,1987,449275,55,55,8,0,media,0,0,1
316933,True,30,2,111006,bueno,casa,barrio_26,1026,4,1961,262708,90,90,0,0,economica,0,0,1
742116,False,85,3,35560,muy bueno,PH,barrio_08,1016,4,2020,368381,34,34,5,1,media,1,1,0
223533,False,135,3,225107,regular,departamento,barrio_14,1014,9,1992,416455,84,84,1,0,media,0,1,1
169868,True,116,2,43738,excelente,casa,barrio_56,1013,8,2010,510129,42,42,5,1,premium,0,1,1
372245,True,96,2,12731,excelente,PH,barrio_32,1008,6,1968,472043,89,89,1,0,premium,1,1,1
911067,False,60,1,23164,muy bueno,departamento,barrio_18,1038,4,2000,354599,51,51,9,1,economica,1,1,0
808504,False,103,3,26952,bueno,casa,barrio_25,1026,7,1957,304408,96,96,0,0,economica,0,0,1
536732,True,130,1,58320,bueno,PH,barrio_34,1006,4,1951,404167,91,91,0,0,media,0,0,1
244600,True,110,2,17021,muy bueno,casa,barrio_32,1034,6,1995,414827,66,66,3,1,media,1,0,1
380342,True,101,2,28613,muy bueno,PH,barrio_41,1006,5,1954,400556,74,74,3,0,media,0,0,1
150088,False,67,1,31926,bueno,casa,barrio_15,1023,11,1969,233161,61,61,1,0,economica,1,1,1
203786,False,125,2,25375,bueno,departamento,barrio_38,1006,9,2006,378544,76,76,3,0,media,0,1,1
776239,False,25,3,69503,bueno,duplex,barrio_26,1014,3,1985,250721,59,59,2,1,economica,0,1,0
297858,True,108,1,60661,muy bueno,casa,barrio_56,1026,12,1976,404555,41,41,0,1,media,0,0,0
270597,True,185,1,92342,muy bueno,duplex,barrio_09,1039,8,1970,511183,91,91,3,0,premium,0,1,1
408839,False,42,1,27866,muy bueno,PH,barrio_08,1039,5,1997,259673,59,59,5,1,economica,0,0,1
721158,False,87,1,95037,muy bueno,duplex,barrio_27,1035,7,2017,348539,11,11,8,1,economica,0,1,0
792707,True,95,1,12195,bueno,casa,barrio_30,1009,3,2002,409635,39,39,4,1,media,0,1,0
490614,True,79,2,11960,bueno,PH,barrio_41,1003,1,1975,323656,88,88,2,0,economica,1,1,1
728289,True,131,3,13752,regular,duplex,barrio_24,1036,6,1979,398693,122,122,0,0,media,1,0,1
153270,False,112,3,36584,muy bueno,duplex,barrio_54,1036,10,1957,375898,102,102,0,0,media,0,0,1
396902,False,100,3,95026,bueno,casa,barrio_28,1011,5,1960,375869,90,90,0,1,media,1,0,1
520545,True,123,3,22433,bueno,duplex,barrio_07,1000,5,1969,409527,77,77,0,0,media,0,0,1
390769,False,96,2,24801,bueno,casa,barrio_07,1025,12,1977,352811,55,55,1,0,economica,1,1,1
180114,False,206,3,30552,bueno,PH,barrio_58,1003,12,2020,524720,72,72,2,0,premium,0,1,1
470469,False,100,1,57427,muy bueno,departamento,barrio_08,1001,6,2011,355897,49,49,2,1,media,0,1,0
748535,True,102,3,24783,bueno,PH,barrio_56,1037,1,1958,318269,108,108,0,0,economica,0,0,1
479294,True,35,1,23701,regular,PH,barrio_16,1019,9,1973,217237,106,106,1,0,economica,0,0,1
237698,False,76,3,12378,muy bueno,casa,barrio_05,1004,9,1953,332353,93,93,1,0,economica,0,0,1
830703,False,135,1,22986,bueno,PH,barrio_18,1026,11,1954,399555,70,70,0,0,media,0,1,1
462170,False,48,1,93150,bueno,duplex,barrio_36,1014,12,1976,250387,77,77,0,1,economica,0,0,1
141337,False,25,2,39056,bueno,departamento,barrio_25,1021,8,2018,212523,63,63,1,1,economica,0,1,1
535278,True,96,3,20093,muy bueno,departamento,barrio_47,1035,2,1963,373929,73,73,1,1,media,1,0,1
